SURVYEAR,NCESSCH,LEANM,SCHNAM,LCITY,LSTATE,LZIP,TYPE,STATUS,GSLO,GSHI,LEVEL,TITLEISTAT,TITLEI,CHARTR,VIRTUALSTAT,FRELCH,REDLCH,TOTFRL,MEMBER,latitude,longitude
2013,400991002667,DICKSON,DICKSON MS,ARDMORE,OK,73401,1,1,06,08,2,5,1,2,VIRTUALNO,135,25,160,271,34.190300,-96.983600
2013,401005000436,DOVER,DOVER ES,DOVER,OK,73734,1,1,PK,08,1,5,1,2,VIRTUALNO,93,20,113,137,35.983700,-97.908100
2013,401005000437,DOVER,DOVER HS,DOVER,OK,73734,1,1,09,12,3,5,1,2,VIRTUALNO,28,14,42,52,35.983700,-97.908100
2013,401017000438,DRUMMOND,DRUMMOND ES,DRUMMOND,OK,73735,1,1,PK,08,1,5,1,2,VIRTUALNO,83,20,103,235,36.286100,-98.033000
2013,401017000439,DRUMMOND,DRUMMOND HS,DRUMMOND,OK,73735,1,1,09,12,3,4,1,2,VIRTUALNO,31,7,38,98,36.246200,-98.033000
2013,401020000440,DRUMRIGHT,BRADLEY ES,DRUMRIGHT,OK,74030,1,1,PK,05,1,5,1,2,VIRTUALNO,210,30,240,274,35.983300,-96.613600
2013,401020000441,DRUMRIGHT,DRUMRIGHT HS,DRUMRIGHT,OK,74030,1,1,09,12,3,4,1,2,VIRTUALNO,94,21,115,180,35.986500,-96.601500
2013,401020002709,DRUMRIGHT,VIRGIL COOPER MS,DRUMRIGHT,OK,74030,1,1,06,08,2,5,1,2,VIRTUALNO,100,22,122,151,35.984600,-96.610700
2013,401026000444,DUKE,DUKE ES,DUKE,OK,73532,1,1,PK,08,1,5,1,2,VIRTUALNO,47,16,63,133,34.663500,-99.565800
2013,401026000445,DUKE,DUKE HS,DUKE,OK,73532,1,1,09,12,3,6,2,2,VIRTUALNO,14,9,23,56,34.663500,-99.565800
2013,401029000446,DUNCAN,DUNCAN HS,DUNCAN,OK,73533,1,1,09,12,3,4,1,2,VIRTUALNO,354,50,404,1038,34.512200,-97.971900
2013,401029000448,DUNCAN,EMERSON ES,DUNCAN,OK,73533,1,1,KG,05,1,5,1,2,VIRTUALNO,302,55,357,471,34.508300,-97.962700
2013,401029000449,DUNCAN,HORACE MANN ES,DUNCAN,OK,73533,1,1,KG,05,1,5,1,2,VIRTUALNO,150,52,202,468,34.516900,-97.976800
2013,401029000451,DUNCAN,MARK TWAIN ES,DUNCAN,OK,73533,1,1,KG,05,1,5,1,2,VIRTUALNO,136,19,155,195,34.504800,-97.977700
2013,401029000452,DUNCAN,PLATO ES,DUNCAN,OK,73533,1,1,PK,05,1,6,2,2,VIRTUALNO,80,12,92,320,34.536900,-97.958800
2013,401029000454,DUNCAN,WILL ROGERS PRE-K CTR,DUNCAN,OK,73533,1,1,PK,PK,1,6,2,2,VIRTUALNO,149,14,163,275,34.520500,-97.963300
2013,401029000455,DUNCAN,WOODROW WILSON ES,DUNCAN,OK,73533,1,1,KG,05,1,5,1,2,VIRTUALNO,252,30,282,304,34.506600,-97.937900
2013,401029000921,DUNCAN,DUNCAN MS,DUNCAN,OK,73533,1,1,06,08,2,5,1,2,VIRTUALNO,415,71,486,793,34.512400,-97.983000
2013,401035000456,DURANT,DURANT HS,DURANT,OK,74701,1,1,09,12,3,4,1,2,VIRTUALNO,375,110,485,899,34.026600,-96.379300
2013,401035000457,DURANT,DURANT MS,DURANT,OK,74701,1,1,07,08,2,4,1,2,VIRTUALNO,240,52,292,472,34.001700,-96.381400
2013,401035000459,DURANT,NORTHWEST HEIGHTS ES,DURANT,OK,74701,1,1,PK,03,1,5,1,2,VIRTUALNO,299,76,375,624,34.004600,-96.394200
2013,401035000460,DURANT,ROBERT E. LEE ES,DURANT,OK,74701,1,1,PK,03,1,5,1,2,VIRTUALNO,171,8,179,182,33.989600,-96.386000
2013,401035000461,DURANT,WASHINGTON IRVING ES,DURANT,OK,74701,1,1,PK,03,1,5,1,2,VIRTUALNO,400,72,472,640,33.998900,-96.382400
2013,401035002112,DURANT,DURANT INTERMEDIATE ES,DURANT,OK,74701,1,1,04,06,2,4,1,2,VIRTUALNO,420,81,501,742,34.007700,-96.389300
2013,401044000464,EAGLETOWN,EAGLETOWN ES,EAGLETOWN,OK,74734,1,1,PK,08,1,5,1,2,VIRTUALNO,93,18,111,139,34.062800,-94.544900
2013,401044000465,EAGLETOWN,EAGLETOWN HS,EAGLETOWN,OK,74734,1,1,09,12,3,4,1,2,VIRTUALNO,55,12,67,82,34.062800,-94.544900
2013,401050000468,EARLSBORO,EARLSBORO HS,EARLSBORO,OK,74840,1,1,09,12,3,4,1,2,VIRTUALNO,41,8,49,57,35.268200,-96.799000
2013,401050000469,EARLSBORO,EARLSBORO ES,EARLSBORO,OK,74840,1,1,PK,08,1,5,1,2,VIRTUALNO,115,26,141,179,35.268200,-96.799000
2013,401056000470,PEAVINE,PEAVINE PUBLIC SCHOOL,STILWELL,OK,74960,1,1,PK,08,1,5,1,2,VIRTUALNO,120,16,136,146,35.887500,-94.638100
2013,401059000471,EDMOND,CHISHOLM ES,EDMOND,OK,73013,1,1,PK,05,1,6,2,2,VIRTUALNO,90,41,131,738,35.623100,-97.450400
2013,401059000472,EDMOND,CLEGERN ES,EDMOND,OK,73034,1,1,PK,05,1,6,2,2,VIRTUALNO,25,6,31,389,35.648300,-97.477100
2013,401059000474,EDMOND,MEMORIAL HS,EDMOND,OK,73013,1,1,09,12,3,6,2,2,VIRTUALNO,384,117,501,2127,35.637900,-97.497500
2013,401059000475,EDMOND,CIMARRON MS,EDMOND,OK,73013,1,1,06,08,2,1,1,2,VIRTUALNO,178,56,234,756,35.619700,-97.461400
2013,401059000477,EDMOND,IDA FREEMAN ES,EDMOND,OK,73003,1,1,PK,05,1,5,1,2,VIRTUALNO,238,69,307,517,35.656900,-97.490200
2013,401059000478,EDMOND,NORTHERN HILLS ES,EDMOND,OK,73034,1,1,PK,05,1,2,1,2,VIRTUALNO,199,58,257,685,35.661900,-97.467100
2013,401059000479,EDMOND,ORVIS RISNER ES,EDMOND,OK,73013,1,1,PK,05,1,5,1,2,VIRTUALNO,241,73,314,608,35.627600,-97.475300
2013,401059000481,EDMOND,SEQUOYAH MS,EDMOND,OK,73034,1,1,06,08,2,6,2,2,VIRTUALNO,164,54,218,1295,35.667700,-97.462000
2013,401059000482,EDMOND,SUNSET ES,EDMOND,OK,73003,1,1,PK,05,1,5,1,2,VIRTUALNO,358,69,427,680,35.647400,-97.488600
2013,401059000483,EDMOND,WILL ROGERS ES,EDMOND,OK,73034,1,1,PK,05,1,5,1,2,VIRTUALNO,254,54,308,681,35.646900,-97.464700
2013,401059000484,EDMOND,CROSS TIMBERS ES,EDMOND,OK,73025,1,1,PK,05,1,6,2,2,VIRTUALNO,128,36,164,1127,35.705000,-97.494800
2013,401059000485,EDMOND,WASHINGTON IRVING ES,EDMOND,OK,73012,1,1,PK,05,1,6,2,2,VIRTUALNO,121,37,158,769,35.656000,-97.532800
2013,401059000638,EDMOND,RUSSELL DOUGHERTY ES,EDMOND,OK,73003,1,1,PK,05,1,6,2,2,VIRTUALNO,13,6,19,293,35.655600,-97.478600
2013,401059001326,EDMOND,CENTRAL MS,EDMOND,OK,73034,1,1,06,08,2,5,1,2,VIRTUALNO,372,66,438,791,35.644500,-97.472600
2013,401059001360,EDMOND,SANTA FE HS,EDMOND,OK,73013,1,1,09,12,3,6,2,2,VIRTUALNO,485,136,621,2200,35.640000,-97.509000
2013,401059001864,EDMOND,ANGIE DEBO ES,EDMOND,OK,73013,1,1,PK,05,1,2,1,2,VIRTUALNO,204,60,264,856,35.632000,-97.566200
2013,401059001946,EDMOND,JOHN ROSS ES,EDMOND,OK,73003,1,1,PK,05,1,6,2,2,VIRTUALNO,175,30,205,867,35.673000,-97.485100
2013,401059001965,EDMOND,CHARLES HASKELL ES,EDMOND,OK,73013,1,1,PK,05,1,2,1,2,VIRTUALNO,214,52,266,871,35.625400,-97.540700
2013,401059001979,EDMOND,NORTH HS,EDMOND,OK,73003,1,1,09,12,3,6,2,2,VIRTUALNO,322,106,428,2492,35.668500,-97.484200
2013,401059002303,EDMOND,CHEYENNE MS,EDMOND,OK,73003,1,1,06,08,2,6,2,2,VIRTUALNO,143,39,182,963,35.683600,-97.499400
2013,401059002396,EDMOND,CENTENNIAL ES,EDMOND,OK,73034,1,1,PK,05,1,6,2,2,VIRTUALNO,83,25,108,846,35.699800,-97.441600
2013,401059002402,EDMOND,WEST FIELD ES,EDMOND,OK,73012,1,1,PK,05,1,6,2,2,VIRTUALNO,102,57,159,794,35.650500,-97.551000
2013,401059002766,EDMOND,FRONTIER ES,EDMOND,OK,73003,1,3,PK,05,1,6,2,2,VIRTUALNO,39,19,58,485,35.677600,-97.548400
2013,401059029716,EDMOND,SUMMIT MS,EDMOND,OK,73013,1,1,06,08,2,6,2,2,VIRTUALNO,249,81,330,1190,35.626400,-97.541100
2013,401065000484,EL RENO,EL RENO HS,EL RENO,OK,73036,1,1,09,12,3,5,1,2,VIRTUALNO,363,72,435,795,35.533500,-97.955500
2013,401065000485,EL RENO,ETTA DALE JHS,EL RENO,OK,73036,1,1,08,08,4,5,1,2,VIRTUALNO,119,12,131,187,35.528100,-97.954600
2013,401065000486,EL RENO,HILLCREST ES,EL RENO,OK,73036,1,1,PK,KG,1,5,1,2,VIRTUALNO,248,42,290,354,35.518100,-97.959800
2013,401065000488,EL RENO,LINCOLN ES,EL RENO,OK,73036,1,1,03,04,1,5,1,2,VIRTUALNO,204,35,239,315,35.528600,-97.965000
2013,401065000489,EL RENO,ROSE WITCHER ES,EL RENO,OK,73036,1,1,01,02,1,5,1,2,VIRTUALNO,276,60,336,397,35.525200,-97.946600
2013,401065000490,EL RENO,WEBSTER ES,EL RENO,OK,73036,1,1,05,05,2,5,1,2,VIRTUALNO,103,17,120,152,35.534900,-97.941300
2013,401065002103,EL RENO,LESLIE F. ROBLYER MS,EL RENO,OK,73036,1,1,06,07,2,5,1,2,VIRTUALNO,193,39,232,295,35.507800,-97.958700
2013,401068000367,ELDORADO,ELDORADO HS,ELDORADO,OK,73537,1,1,09,12,3,4,1,2,VIRTUALNO,19,1,20,33,34.474700,-99.652200
2013,401068000491,ELDORADO,ELDORADO ES,ELDORADO,OK,73537,1,1,PK,08,1,5,1,2,VIRTUALNO,50,5,55,72,34.474700,-99.652200
2013,401071000493,ELGIN,ELGIN ES,ELGIN,OK,73538,1,1,PK,04,1,2,1,2,VIRTUALNO,250,95,345,864,34.780700,-98.288700
2013,401071000494,ELGIN,ELGIN HS,ELGIN,OK,73538,1,1,09,12,3,6,2,2,VIRTUALNO,117,59,176,608,34.779700,-98.287500
2013,401071001980,ELGIN,ELGIN MS,ELGIN,OK,73538,1,1,05,08,2,2,1,2,VIRTUALNO,172,78,250,642,34.782000,-98.288600
2013,401074000495,ELK CITY,ELK CITY HS,ELK CITY,OK,73644,1,1,10,12,3,4,1,2,VIRTUALNO,119,35,154,384,35.420700,-99.435700
2013,401074000496,ELK CITY,8TH AND 9TH GRADE CTR,ELK CITY,OK,73644,1,1,07,09,2,4,1,2,VIRTUALNO,201,42,243,492,35.413500,-99.412300
2013,401074000497,ELK CITY,FAIRVIEW ES,ELK CITY,OK,73644,1,1,03,04,1,5,1,2,VIRTUALNO,182,40,222,413,35.408000,-99.422400
2013,401074000498,ELK CITY,GRANDVIEW 5TH/6TH GRADE CTR,ELK CITY,OK,73644,1,1,05,06,2,4,1,2,VIRTUALNO,135,33,168,311,35.417500,-99.433700
2013,401074000499,ELK CITY,NORTHEAST ES,ELK CITY,OK,73644,1,1,01,02,1,5,1,2,VIRTUALNO,173,38,211,386,35.422500,-99.402400
2013,401074001894,ELK CITY,PIONEER ES,ELK CITY,OK,73644,1,1,PK,KG,1,5,1,2,VIRTUALNO,181,32,213,410,35.417000,-99.433700
2013,401086000502,ELMORE CITY-PERNELL,ELMORE CITY-PERNELL ES,ELMORE CITY,OK,73433,1,1,PK,06,1,5,1,2,VIRTUALNO,158,46,204,291,34.623900,-97.393800
2013,401086002746,ELMORE CITY-PERNELL,ELMORE CITY JHS,ELMORE CITY,OK,73433,1,1,07,08,2,4,1,2,VIRTUALNO,36,12,48,77,34.623500,-97.393700
2013,401086029670,ELMORE CITY-PERNELL,SENIOR HS,ELMORE CITY,OK,73433,1,1,09,12,3,6,2,2,VIRTUALNO,55,14,69,134,34.623900,-97.393800
2013,401089000504,EMPIRE,EMPIRE ES,DUNCAN,OK,73533,1,1,PK,06,1,5,1,2,VIRTUALNO,134,44,178,308,34.463900,-98.000200
2013,401089002718,EMPIRE,EMPIRE JHS,DUNCAN,OK,73533,1,1,07,08,2,4,1,2,VIRTUALNO,21,22,43,65,34.463900,-98.000200
2013,401089029761,EMPIRE,EMPIRE HS,DUNCAN,OK,73533,1,1,09,12,3,4,1,2,VIRTUALNO,42,19,61,121,34.463900,-98.000200
2013,401092000506,ENID,ADAMS ES,ENID,OK,73701,1,1,PK,05,1,5,1,2,VIRTUALNO,333,24,357,386,36.398300,-97.845600
2013,401092000509,ENID,COOLIDGE ES,ENID,OK,73701,1,1,PK,05,1,5,1,2,VIRTUALNO,471,40,511,541,36.405700,-97.855500
2013,401092000510,ENID,DEWITT WALLER MS,ENID,OK,73703,1,1,06,08,2,5,1,2,VIRTUALNO,296,63,359,612,36.399000,-97.911400
2013,401092000511,ENID,EISENHOWER ES,ENID,OK,73703,1,1,PK,05,1,2,1,2,VIRTUALNO,32,24,56,151,36.346700,-97.897800
2013,401092000513,ENID,ENID HS,ENID,OK,73701,1,1,09,12,3,4,1,2,VIRTUALNO,1070,187,1257,1840,36.388300,-97.885900
2013,401092000514,ENID,GARFIELD ES,ENID,OK,73701,1,1,PK,05,1,5,1,2,VIRTUALNO,624,19,643,660,36.397400,-97.864700
2013,401092000515,ENID,GLENWOOD ES,ENID,OK,73703,1,1,PK,05,1,4,1,2,VIRTUALNO,227,64,291,475,36.404000,-97.926900
2013,401092000517,ENID,HAYES ES,ENID,OK,73703,1,1,PK,05,1,5,1,2,VIRTUALNO,177,33,210,361,36.381100,-97.904200
2013,401092000518,ENID,HOOVER ES,ENID,OK,73703,1,1,PK,05,1,5,1,2,VIRTUALNO,172,46,218,320,36.396000,-97.912700
2013,401092000521,ENID,MCKINLEY ES,ENID,OK,73703,1,1,PK,05,1,5,1,2,VIRTUALNO,234,32,266,312,36.396300,-97.899700
2013,401092000522,ENID,MONROE ES,ENID,OK,73701,1,1,PK,05,1,5,1,2,VIRTUALNO,371,40,411,458,36.418900,-97.883300
2013,401092000523,ENID,TAFT ES,ENID,OK,73703,1,1,PK,05,1,5,1,2,VIRTUALNO,261,37,298,386,36.384800,-97.893800
2013,401092002686,ENID,LONGFELLOW MS,ENID,OK,73701,1,1,06,08,2,5,1,2,VIRTUALNO,425,30,455,463,36.397400,-97.864700
2013,401092002700,ENID,EMERSON MS,ENID,OK,73701,1,1,06,08,2,5,1,2,VIRTUALNO,274,43,317,408,36.400300,-97.887200
2013,401092002717,ENID,PRAIRIE VIEW ES,ENID,OK,73703,1,1,PK,05,1,4,1,2,VIRTUALNO,141,47,188,485,36.419800,-97.936300
2013,401104000525,ERICK,ERICK ES,ERICK,OK,73645,1,1,PK,08,1,5,1,2,VIRTUALNO,81,22,103,192,35.213800,-99.873000
2013,401104029615,ERICK,ERICK HS,ERICK,OK,73645,1,1,09,12,3,1,1,2,VIRTUALNO,19,4,23,70,35.211500,-99.865300
2013,401116000529,EUFAULA,EUFAULA HS,EUFAULA,OK,74432,1,1,09,12,3,5,1,2,VIRTUALNO,187,39,226,349,35.287100,-95.590200
2013,401116002345,EUFAULA,EUFAULA ES,EUFAULA,OK,74432,1,1,PK,05,1,5,1,2,VIRTUALNO,349,83,432,603,35.287100,-95.590200
2013,401116002346,EUFAULA,EUFAULA MS,EUFAULA,OK,74432,1,1,06,08,2,5,1,2,VIRTUALNO,145,43,188,242,35.287100,-95.590200
2013,401125000534,FAIRLAND,FAIRLAND ES,FAIRLAND,OK,74343,1,1,PK,05,1,5,1,2,VIRTUALNO,175,24,199,283,36.751800,-94.852000
2013,401125000535,FAIRLAND,FAIRLAND HS,FAIRLAND,OK,74343,1,1,09,12,3,4,1,2,VIRTUALNO,87,13,100,163,36.751800,-94.852000
2013,401125002721,FAIRLAND,FAIRLAND MS,FAIRLAND,OK,74343,1,1,06,08,2,5,1,2,VIRTUALNO,73,7,80,132,36.751800,-94.852000
2013,401128000537,FAIRVIEW,CHAMBERLAIN MS,FAIRVIEW,OK,73737,1,1,06,08,2,5,1,2,VIRTUALNO,41,22,63,143,36.272200,-98.467400
2013,401128000538,FAIRVIEW,CORNELSEN ES,FAIRVIEW,OK,73737,1,1,PK,05,1,5,1,2,VIRTUALNO,169,49,218,390,36.273300,-98.466300
2013,401128000539,FAIRVIEW,FAIRVIEW HS,FAIRVIEW,OK,73737,1,1,09,12,3,4,1,2,VIRTUALNO,52,24,76,182,36.271600,-98.475600
2013,401140000541,FANSHAWE,FANSHAWE PUBLIC SCHOOL,FANSHAWE,OK,74935,1,1,PK,08,1,5,1,2,VIRTUALNO,46,0,46,78,34.952700,-94.914100
2013,401143000542,FARGO,FARGO ES,FARGO,OK,73840,1,1,PK,08,1,5,1,2,VIRTUALNO,82,19,101,152,36.371300,-99.624400
2013,401143000543,FARGO,FARGO HS,FARGO,OK,73840,1,1,09,12,3,4,1,2,VIRTUALNO,35,3,38,64,36.371400,-99.623800
2013,401145000544,FARRIS,FARRIS PUBLIC SCHOOL,ATOKA,OK,74525,1,2,PK,08,N,N,N,2,N,-2,-2,-2,-2,34.258800,-95.874600
2013,401158000546,FELT,FELT HS,FELT,OK,73937,1,1,09,12,3,4,1,2,VIRTUALNO,15,2,17,29,36.561600,-102.794000
2013,401158000547,FELT,FELT ES,FELT,OK,73937,1,1,PK,08,1,5,1,2,VIRTUALNO,22,9,31,60,36.561600,-102.794000
2013,401170000549,FLETCHER,FLETCHER ES,FLETCHER,OK,73541,1,1,PK,06,1,5,1,2,VIRTUALNO,131,48,179,280,34.822700,-98.241300
2013,401170000550,FLETCHER,FLETCHER JHS,FLETCHER,OK,73541,1,1,07,08,2,4,1,2,VIRTUALNO,29,9,38,66,34.822300,-98.239800
2013,401170029648,FLETCHER,FLETCHER HS,FLETCHER,OK,73541,1,1,09,12,3,4,1,2,VIRTUALNO,53,21,74,132,34.822600,-98.239400
2013,401176000551,FLOWER MOUND,FLOWER MOUND PUBLIC SCHOOL,LAWTON,OK,73501,1,1,PK,05,1,5,1,2,VIRTUALNO,78,28,106,319,34.578700,-98.353100
2013,401185000552,FOREST GROVE,FOREST GROVE PUBLIC SCHOOL,GARVIN,OK,74736,1,1,PK,08,1,5,1,2,VIRTUALNO,128,17,145,165,33.924800,-94.956500
2013,401188000553,FORGAN,FORGAN ES,FORGAN,OK,73938,1,1,PK,08,1,5,1,2,VIRTUALNO,54,3,57,112,36.907200,-100.541300
2013,401188000554,FORGAN,FORGAN HS,FORGAN,OK,73938,1,1,09,12,3,4,1,2,VIRTUALNO,7,8,15,40,36.907200,-100.541300
2013,401197000557,FORT GIBSON,FORT GIBSON INTERMEDIATE ES,FORT GIBSON,OK,74434,1,1,03,05,1,4,1,2,VIRTUALNO,118,53,171,368,35.793700,-95.240500
2013,401197000558,FORT GIBSON,FORT GIBSON HS,FORT GIBSON,OK,74434,1,1,09,12,3,4,1,2,VIRTUALNO,193,60,253,648,35.793700,-95.240500
2013,401197000559,FORT GIBSON,FORT GIBSON MS,FORT GIBSON,OK,74434,1,1,06,08,2,4,1,2,VIRTUALNO,135,53,188,400,35.793700,-95.240500
2013,401197001995,FORT GIBSON,FORT GIBSON EARLY LRNING CTR,FORT GIBSON,OK,74434,1,1,PK,02,1,4,1,2,VIRTUALNO,176,50,226,473,35.793700,-95.240500
2013,401200000560,FORT SUPPLY,FORT SUPPLY ES,FORT SUPPLY,OK,73841,1,1,PK,08,1,5,1,2,VIRTUALNO,43,7,50,93,36.571400,-99.570200
2013,401200000561,FORT SUPPLY,FORT SUPPLY HS,FORT SUPPLY,OK,73841,1,1,09,12,3,6,2,2,VIRTUALNO,11,3,14,31,36.572300,-99.569900
2013,401206000562,FOX,FOX ES,FOX,OK,73435,1,1,PK,08,1,5,1,2,VIRTUALNO,174,27,201,239,34.362200,-97.490600
2013,401206000563,FOX,FOX HS,FOX,OK,73435,1,1,09,12,3,4,1,2,VIRTUALNO,47,6,53,91,34.362200,-97.490600
2013,401209000564,FOYIL,FOYIL ES,FOYIL,OK,74031,1,1,PK,06,1,4,1,2,VIRTUALNO,227,48,275,339,36.434900,-95.521800
2013,401209000565,FOYIL,FOYIL HS,FOYIL,OK,74031,1,1,10,12,3,4,1,2,VIRTUALNO,62,18,80,114,36.434900,-95.521800
2013,401209000847,FOYIL,FOYIL JHS,FOYIL,OK,74031,1,1,07,09,2,4,1,2,VIRTUALNO,85,21,106,133,36.434900,-95.521800
2013,401215000567,FREDERICK,FREDERICK ES,FREDERICK,OK,73542,1,1,PK,05,1,5,1,2,VIRTUALNO,382,41,423,482,34.397500,-99.011500
2013,401215000569,FREDERICK,FREDERICK HS,FREDERICK,OK,73542,1,1,09,12,3,4,1,2,VIRTUALNO,135,27,162,233,34.392900,-99.010200
2013,401215000570,FREDERICK,FREDERICK MS,FREDERICK,OK,73542,1,1,06,08,2,4,1,2,VIRTUALNO,108,21,129,170,34.388400,-99.013700
2013,401218000573,FREEDOM,FREEDOM ES,FREEDOM,OK,73842,1,1,PK,08,1,5,1,2,VIRTUALNO,30,13,43,61,36.770100,-99.112300
2013,401218000574,FREEDOM,FREEDOM HS,FREEDOM,OK,73842,1,1,09,12,3,4,1,2,VIRTUALNO,12,5,17,27,36.770200,-99.112400
2013,401221000575,FRIEND,FRIEND PUBLIC SCHOOL,CHICKASHA,OK,73018,1,1,PK,08,1,5,1,2,VIRTUALNO,102,13,115,224,35.058100,-97.881400
2013,401224000576,FRINK-CHAMBERS,FRINK-CHAMBERS PUBLIC SCHOOL,MCALESTER,OK,74501,1,1,PK,08,1,5,1,2,VIRTUALNO,285,13,298,425,34.883400,-95.790000
2013,401230000577,FORT TOWSON,FORT TOWSON ES,FORT TOWSON,OK,74735,1,1,PK,08,1,5,1,2,VIRTUALNO,220,18,238,293,34.018400,-95.262900
2013,401230000578,FORT TOWSON,FORT TOWSON HS,FORT TOWSON,OK,74735,1,1,09,12,3,4,1,2,VIRTUALNO,115,6,121,152,34.018400,-95.262900
2013,401233000201,GAGE,GAGE HS,GAGE,OK,73843,1,1,09,12,3,4,1,2,VIRTUALNO,14,1,15,22,36.316200,-99.756100
2013,401233000579,GAGE,GAGE ES,GAGE,OK,73843,1,1,PK,08,1,5,1,2,VIRTUALNO,46,5,51,69,36.316400,-99.755600
2013,401239000581,GANS,GANS ES,GANS,OK,74936,1,1,PK,08,1,5,1,2,VIRTUALNO,181,35,216,267,35.389900,-94.689700
2013,401239000582,GANS,GANS HS,GANS,OK,74936,1,1,09,12,3,4,1,2,VIRTUALNO,82,16,98,125,35.389900,-94.689700
2013,401242000583,GARBER,GARBER ES,GARBER,OK,73738,1,1,PK,08,1,5,1,2,VIRTUALNO,136,22,158,248,36.433000,-97.583600
2013,401242029666,GARBER,GARBER HS,GARBER,OK,73738,1,1,09,12,3,4,1,2,VIRTUALNO,46,7,53,107,36.433000,-97.583600
2013,401257000587,GEARY,GEARY ES,GEARY,OK,73040,1,1,PK,06,1,5,1,2,VIRTUALNO,190,26,216,254,35.629500,-98.324500
2013,401257000588,GEARY,GEARY JHS,GEARY,OK,73040,1,1,07,08,2,4,1,2,VIRTUALNO,36,7,43,51,35.628100,-98.318700
2013,401257029617,GEARY,GEARY HS,GEARY,OK,73040,1,1,09,12,3,4,1,2,VIRTUALNO,82,9,91,113,35.628600,-98.318700
2013,401263000589,GERONIMO,GERONIMO ES,GERONIMO,OK,73543,1,1,PK,06,1,5,1,2,VIRTUALNO,119,33,152,221,34.484500,-98.386500
2013,401263000590,GERONIMO,GERONIMO HS,GERONIMO,OK,73543,1,1,09,12,3,4,1,2,VIRTUALNO,50,11,61,92,34.484300,-98.386500
2013,401263002732,GERONIMO,GERONIMO MS,GERONIMO,OK,73543,1,1,07,08,2,5,1,2,VIRTUALNO,25,3,28,49,34.485200,-98.399100
2013,401269000591,GLENCOE,GLENCOE ES,GLENCOE,OK,74032,1,1,PK,08,1,4,1,2,VIRTUALNO,163,24,187,232,36.231000,-96.924200
2013,401269000592,GLENCOE,GLENCOE HS,GLENCOE,OK,74032,1,1,09,12,3,6,2,2,VIRTUALNO,68,9,77,110,36.230900,-96.925300
2013,401272000593,GLENPOOL,GLENPOOL ES,GLENPOOL,OK,74033,1,1,PK,05,1,5,1,2,VIRTUALNO,580,179,759,1312,35.954100,-96.002400
2013,401272000594,GLENPOOL,GLENPOOL HS,GLENPOOL,OK,74033,1,1,09,12,3,4,1,2,VIRTUALNO,210,65,275,687,35.954100,-96.002400
2013,401272001981,GLENPOOL,GLENPOOL MS,GLENPOOL,OK,74033,1,1,06,08,2,4,1,2,VIRTUALNO,226,62,288,557,35.954100,-96.002400
2013,401275000595,GLOVER,GLOVER PUBLIC SCHOOL,BROKEN BOW,OK,74728,1,1,PK,08,1,5,1,2,VIRTUALNO,65,8,73,81,34.068600,-94.878600
2013,401287000597,GOODWELL,GOODWELL ES,GOODWELL,OK,73939,1,1,PK,08,1,5,1,2,VIRTUALNO,70,14,84,168,36.596200,-101.631700
2013,401287000598,GOODWELL,GOODWELL HS,GOODWELL,OK,73939,1,1,09,12,3,4,1,2,VIRTUALNO,0,0,0,47,36.596200,-101.631700
2013,401290001982,GORE,GORE ES,GORE,OK,74435,1,1,PK,05,1,5,1,2,VIRTUALNO,178,27,205,265,35.528200,-95.120800
2013,401290002202,GORE,GORE HS,GORE,OK,74435,1,1,09,12,3,5,1,2,VIRTUALNO,58,24,82,139,35.542000,-95.124700
2013,401290002294,GORE,GORE UPPER ES,GORE,OK,74435,1,1,06,08,2,5,1,2,VIRTUALNO,70,16,86,109,35.542000,-95.124700
2013,401308000606,GRACEMONT,GRACEMONT ES,GRACEMONT,OK,73042,1,1,PK,08,1,5,1,2,VIRTUALNO,69,9,78,108,35.189200,-98.256400
2013,401308000607,GRACEMONT,GRACEMONT HS,GRACEMONT,OK,73042,1,1,09,12,3,4,1,2,VIRTUALNO,24,13,37,45,35.188800,-98.256400
2013,401314002734,GRAHAM,EPIC ONE ON ONE CHARTER SCHOOL,OKLAHOMA CITY,OK,73120,1,2,PK,12,N,N,N,1,N,-2,-2,-2,-2,35.591200,-97.550300
2013,401320000612,GRANDFIELD,GRANDFIELD ES,GRANDFIELD,OK,73546,1,1,PK,08,1,5,1,2,VIRTUALNO,159,9,168,181,34.228200,-98.683900
2013,401320029765,GRANDFIELD,GRANDFIELD HS,GRANDFIELD,OK,73546,1,1,09,12,3,5,1,2,VIRTUALNO,71,3,74,84,34.229300,-98.692400
2013,401323000614,GRAND VIEW,GRAND VIEW PUBLIC SCHOOL,TAHLEQUAH,OK,74464,1,1,PK,08,1,5,1,2,VIRTUALNO,411,88,499,564,35.952300,-94.994100
2013,401326000615,GRANDVIEW,GRANDVIEW PUBLIC SCHOOL,COMANCHE,OK,73529,1,1,PK,08,1,4,1,2,VIRTUALNO,103,6,109,161,34.364600,-97.964600
2013,401329000616,GRANITE,GRANITE ES,GRANITE,OK,73547,1,1,PK,08,1,5,1,2,VIRTUALNO,114,15,129,203,34.963600,-99.386400
2013,401329029682,GRANITE,GRANITE HS,GRANITE,OK,73547,1,1,09,12,3,4,1,2,VIRTUALNO,20,9,29,65,34.964100,-99.387500
