SURVYEAR,NCESSCH,LEANM,SCHNAM,LCITY,LSTATE,LZIP,TYPE,STATUS,GSLO,GSHI,LEVEL,TITLEISTAT,TITLEI,CHARTR,VIRTUALSTAT,FRELCH,REDLCH,TOTFRL,MEMBER,latitude,longitude
2013,400001301028,TIMBERLAKE,TIMBERLAKE ES,JET,OK,73749,1,1,PK,08,1,5,1,2,VIRTUALNO,95,17,112,197,36.668500,-98.178700
2013,400001301101,TIMBERLAKE,TIMBERLAKE HS,HELENA,OK,73741,1,1,09,12,3,4,1,2,VIRTUALNO,25,14,39,77,36.548800,-98.270300
2013,400001401566,BURNS FLAT-DILL CITY,WILL ROGERS ES,BURNS FLAT,OK,73624,1,1,PK,08,1,5,1,2,VIRTUALNO,307,73,380,529,35.360700,-99.171400
2013,400001401582,BURNS FLAT-DILL CITY,BURNS FLAT-DILL CITY HS,BURNS FLAT,OK,73624,1,1,09,12,3,4,1,2,VIRTUALNO,67,16,83,138,35.348400,-99.170800
2013,400001501630,THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS ES,THOMAS,OK,73669,1,1,PK,06,1,5,1,2,VIRTUALNO,118,33,151,290,35.751900,-98.748300
2013,400001501641,THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED JHS,THOMAS,OK,73669,1,1,07,09,2,5,1,2,VIRTUALNO,36,7,43,72,35.752300,-98.747400
2013,400001501659,THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED HS,THOMAS,OK,73669,1,1,10,12,3,6,2,2,VIRTUALNO,40,13,53,111,35.752300,-98.747400
2013,400002025620,FRONTIER,FRONTIER ES,RED ROCK,OK,74651,1,1,PK,08,1,5,1,2,VIRTUALNO,174,32,206,270,36.461700,-97.158700
2013,400002029709,FRONTIER,FRONTIER HS,RED ROCK,OK,74651,1,1,09,12,3,4,1,2,VIRTUALNO,45,13,58,91,36.461700,-97.158700
2013,400002100848,OKLAHOMA UNION,OKLAHOMA UNION ES,SOUTH COFFEYVILLE,OK,74072,1,1,PK,05,1,5,1,2,VIRTUALNO,139,48,187,285,36.998700,-95.620900
2013,400002102290,OKLAHOMA UNION,OKLAHOMA UNION MS,SOUTH COFFEYVILLE,OK,74072,1,1,06,08,2,5,1,2,VIRTUALNO,62,32,94,155,36.998800,-95.620800
2013,400002129712,OKLAHOMA UNION,OKLAHOMA UNION HS,SOUTH COFFEYVILLE,OK,74072,1,1,09,12,3,4,1,2,VIRTUALNO,91,30,121,212,36.921000,-95.631200
2013,400003202283,HYDRO-EAKLY,HYDRO-EAKLY ES,HYDRO,OK,73048,1,1,PK,05,1,5,1,2,VIRTUALNO,117,30,147,226,35.551600,-98.576500
2013,400003202286,HYDRO-EAKLY,HYDRO-EAKLY HS,HYDRO,OK,73048,1,1,09,12,3,4,1,2,VIRTUALNO,51,12,63,128,35.551600,-98.576500
2013,400003202357,HYDRO-EAKLY,HYDRO-EAKLY MS,HYDRO,OK,73048,1,1,06,08,2,4,1,2,VIRTUALNO,36,8,44,79,35.551600,-98.576500
2013,400003302299,KEYS,KEYS ES,PARK HILL,OK,74451,1,1,PK,08,1,5,1,2,VIRTUALNO,323,85,408,537,35.797200,-94.963700
2013,400003302300,KEYS,KEYS HS,PARK HILL,OK,74451,1,1,09,12,3,5,1,2,VIRTUALNO,164,48,212,341,35.790100,-94.965700
2013,400006302343,LAKESIDE SCHOOL,LAKESIDE SCHOOL,GRANITE,OK,73547,4,1,10,12,3,6,2,2,VIRTUALNO,-1,-1,-1,46,34.957400,-99.365900
2013,400007502347,OKLAHOMA SCHOOL FOR THE DEAF,OKLAHOMA SCHOOL FOR THE DEAF,SULPHUR,OK,73086,2,1,PK,08,1,6,2,2,VIRTUALNO,-1,-1,-1,81,34.512100,-96.952300
2013,400007502348,OKLAHOMA SCHOOL FOR THE DEAF,OKLAHOMA SCHOOL FOR THE DEAF,SULPHUR,OK,73086,2,1,09,12,3,6,2,2,VIRTUALNO,-1,-1,-1,60,34.512100,-96.952300
2013,400007602349,OKLAHOMA SCHOOL FOR THE BLIND,PARKVIEW-OK. SCH FOR THE BLIND,MUSKOGEE,OK,74403,2,1,PK,08,1,6,2,2,VIRTUALNO,-1,-1,-1,46,35.755900,-95.326700
2013,400007602350,OKLAHOMA SCHOOL FOR THE BLIND,PARKVIEW-OK. SCH FOR THE BLIND,MUSKOGEE,OK,74403,2,1,09,12,3,6,2,2,VIRTUALNO,-1,-1,-1,37,35.755900,-95.326700
2013,400075102682,DEBORAH BROWN (CHARTER),DEBORAH BROWN COMMUNITY SCHOOL,TULSA,OK,74120,1,1,PK,03,1,5,1,1,VIRTUALNO,216,24,240,258,36.157500,-95.988400
2013,400075202688,SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),OKLAHOMA CITY,OK,73129,1,1,PK,05,1,5,1,1,VIRTUALNO,369,69,438,476,35.426400,-97.505600
2013,400075302312,DISCOVERY SCHOOLS OF TULSA,DOVE SCIENCE ACADEMY (TULSA),TULSA,OK,74112,1,1,06,12,4,5,1,1,VIRTUALNO,329,73,402,498,36.155800,-95.887400
2013,400075302694,DISCOVERY SCHOOLS OF TULSA,DISCOVERY SCHOOL OF TULSA,TULSA,OK,74145,1,1,KG,08,1,5,1,1,VIRTUALNO,290,42,332,438,36.094000,-95.896300
2013,400075502720,CHEROKEE IMMERSION CHARTER SCH,CHEROKEE IMMERSION CHARTER SCH,TAHLEQUAH,OK,74465,1,1,PK,08,1,6,2,1,VIRTUALNO,43,10,53,126,35.888500,-94.977000
2013,400075602743,ALEXIS RAINBOW (CHARTER),ALEXIS RAINBOW CS,OKLAHOMA CITY,OK,73111,1,1,PK,KG,1,6,2,1,VIRTUALNO,36,7,43,46,35.508700,-97.479400
2013,400076602408,KIPP REACH COLL (CHARTER),KIPP REACH COLLEGE PREPARATORY,OKLAHOMA CITY,OK,73117,1,5,05,08,2,5,1,1,VIRTUALNO,200,30,230,283,35.482500,-97.477700
2013,400076702765,HARPER ACADEMY (CHARTER),HARPER ACADEMY,OKLAHOMA CITY,OK,73111,1,3,09,12,3,6,2,1,VIRTUALNO,68,6,74,88,35.505200,-97.490600
2013,400076802306,SEEWORTH ACADEMY (CHARTER),JUSTICE A.W. SEEWORTH ACADEMY,OKC,OK,73131,1,5,03,12,4,5,1,1,VIRTUALNO,440,9,449,452,35.597000,-97.494700
2013,400076902742,LIGHTHOUSE ACADEMY (CHARTER),LIGHTHOUSE ACADEMIES OF TULSA,TULSA,OK,74126,1,5,PK,05,1,5,1,1,VIRTUALNO,281,28,309,329,36.244900,-95.994400
2013,400077002684,DOVE SCIENCE ES(CHARTER),DOVE SCIENCE ACADEMY ES (OKC),OKLAHOMA CITY,OK,73105,1,5,KG,05,1,5,1,1,VIRTUALNO,199,33,232,305,35.520500,-97.503400
2013,400077102328,DOVE SCIENCE ACADEMY (CHARTER),DOVE SCIENCE ACADEMY (OKC),OKLAHOMA CITY,OK,73106,1,5,06,12,4,5,1,1,VIRTUALNO,352,71,423,493,35.494000,-97.528000
2013,400077202769,SANKOFA MIDDLE SCHL (CHARTER),SANKOFA MIDDLE SCHOOL,TULSA,OK,74120,1,3,03,07,1,4,1,1,VIRTUALNO,118,9,127,130,36.155800,-95.990700
2013,400077302385,HARDING FINE ARTS (CHARTER),HARDING FINE ARTS ACADEMY,OKLAHOMA CITY,OK,73118,1,5,09,12,3,5,1,1,VIRTUALNO,152,42,194,350,35.503500,-97.525600
2013,400077402333,SCHL ARTS/SCI (CHARTER),TULSA SCHL OF ARTS/SCIENCES,TULSA,OK,74115,1,5,09,12,3,2,1,1,VIRTUALNO,67,32,99,303,36.162600,-95.938700
2013,400077502307,HUPFELD/W VILLAGE (CHARTER),HUPFELD ACAD./WESTERN VILLAGE,OKLAHOMA CITY,OK,73114,1,5,PK,05,1,5,1,1,VIRTUALNO,275,18,293,330,35.578800,-97.540000
2013,400077602330,SANTA FE SOUTH HS (CHARTER),SANTA FE SOUTH HS,OK CITY,OK,73129,1,5,09,12,3,5,1,1,VIRTUALNO,436,64,500,540,35.426400,-97.505600
2013,400077702741,EPIC CHARTER SCHOOLS,EPIC ONE ON ONE CHARTER SCHOOL,OKLAHOMA CITY,OK,73120,1,3,PK,12,4,4,1,1,VIRTUALYES,-1,-1,-1,2916,35.595200,-97.594300
2013,400077802719,CHOCTAW-NICOMA PARK CHARTER,OKLAHOMA VIRTUAL CHARTER ACADE,NICOMA PARK,OK,73066,1,5,KG,12,4,5,1,1,VIRTUALYES,-1,-1,-1,2818,35.491800,-97.325900
2013,400077902386,SANTA FE SOUTH MS (CHARTER),SANTA FE SOUTH MS,OKLAHOMA CITY,OK,73109,1,5,06,08,2,5,1,1,VIRTUALNO,325,49,374,390,35.418500,-97.512500
2013,400078002744,KIPP (CHARTER),KIPP TULSA ACAD. COLLEGE PREP.,TULSA,OK,74106,1,3,05,08,2,5,1,1,VIRTUALNO,254,48,302,331,36.184300,-95.968600
2013,400078102305,INDEPENDENCE MIDDLE SCHOOL (CHARTER),INDEPENDENCE CHARTER MS,OKLAHOMA CITY,OK,73116,1,5,06,08,2,5,1,1,VIRTUALNO,135,48,183,304,35.538400,-97.573000
2013,400078200462,GRAHAM-DUSTIN,DUSTIN ES,DUSTIN,OK,74839,1,5,PK,04,1,3,1,2,VIRTUALNO,50,8,58,64,35.272400,-96.036900
2013,400078200608,GRAHAM-DUSTIN,GRAHAM ES,WELEETKA,OK,74880,1,5,05,08,2,5,1,2,VIRTUALNO,34,5,39,48,35.337000,-96.057400
2013,400078200609,GRAHAM-DUSTIN,GRAHAM HS,WELEETKA,OK,74880,1,5,09,12,3,3,1,2,VIRTUALNO,35,4,39,46,35.337000,-96.057400
2013,400078302308,ASTEC (CHARTER),ASTEC CHARTER MS,OKLAHOMA CITY,OK,73107,1,5,06,08,2,5,1,1,VIRTUALNO,335,52,387,412,35.493300,-97.554900
2013,400078302399,ASTEC (CHARTER),ASTEC CHARTER HS,OKLAHOMA CITY,OK,73107,1,5,09,12,3,5,1,1,VIRTUALNO,291,63,354,383,35.493300,-97.554900
2013,400078402376,HARDING (CHARTER),HARDING CHARTER PREPARATORY HS,OKLAHOMA CITY,OK,73118,1,5,09,12,3,5,1,1,VIRTUALNO,161,70,231,474,35.503500,-97.525600
2013,400237000001,ACHILLE,ACHILLE ES,ACHILLE,OK,74720,1,1,PK,08,1,5,1,2,VIRTUALNO,139,25,164,205,33.835900,-96.393300
2013,400237000002,ACHILLE,ACHILLE HS,ACHILLE,OK,74720,1,1,09,12,3,4,1,2,VIRTUALNO,50,13,63,97,33.836300,-96.393300
2013,400243000003,ADA,ADA HS,ADA,OK,74820,1,1,10,12,3,4,1,2,VIRTUALNO,183,50,233,482,34.760200,-96.657800
2013,400243000005,ADA,ADA EC CTR,ADA,OK,74820,1,1,PK,KG,1,5,1,2,VIRTUALNO,295,38,333,456,34.748600,-96.684000
2013,400243000006,ADA,HAYES ES,ADA,OK,74820,1,1,01,02,1,5,1,2,VIRTUALNO,268,47,315,447,34.769600,-96.668900
2013,400243000007,ADA,WASHINGTON ES,ADA,OK,74820,1,1,03,04,1,5,1,2,VIRTUALNO,229,33,262,368,34.768700,-96.687100
2013,400243000008,ADA,WILLARD ES,ADA,OK,74820,1,1,05,06,2,5,1,2,VIRTUALNO,194,37,231,376,34.776200,-96.667400
2013,400243000725,ADA,ADA JHS,ADA,OK,74820,1,1,07,09,2,4,1,2,VIRTUALNO,290,53,343,557,34.766400,-96.681500
2013,400246000009,ADAIR,ADAIR HS,ADAIR,OK,74330,1,1,09,12,3,4,1,2,VIRTUALNO,90,38,128,295,36.434300,-95.268900
2013,400246000010,ADAIR,ADAIR MS,ADAIR,OK,74330,1,1,06,08,2,4,1,2,VIRTUALNO,91,33,124,224,36.435900,-95.267500
2013,400246000011,ADAIR,BERNITA HUGHES ES,ADAIR,OK,74330,1,1,PK,05,1,4,1,2,VIRTUALNO,220,63,283,527,36.434000,-95.267500
2013,400252000013,AFTON,AFTON ES,AFTON,OK,74331,1,1,PK,08,1,5,1,2,VIRTUALNO,271,45,316,384,36.688700,-94.958600
2013,400252000014,AFTON,AFTON HS,AFTON,OK,74331,1,1,09,12,3,5,1,2,VIRTUALNO,77,24,101,150,36.688700,-94.958600
2013,400255000015,AGRA,AGRA ES,AGRA,OK,74824,1,1,PK,08,1,5,1,2,VIRTUALNO,280,15,295,326,35.893300,-96.872000
2013,400255000016,AGRA,AGRA HS,AGRA,OK,74824,1,1,09,12,3,4,1,2,VIRTUALNO,71,3,74,104,35.896100,-96.871100
2013,400258000017,ALBION,ALBION PUBLIC SCHOOL,ALBION,OK,74521,1,1,PK,08,1,5,1,2,VIRTUALNO,72,4,76,80,34.662800,-95.096400
2013,400267000019,ALEX,ALEX ES,ALEX,OK,73002,1,1,PK,08,1,5,1,2,VIRTUALNO,152,18,170,214,34.916600,-97.776900
2013,400267029673,ALEX,ALEX HS,ALEX,OK,73002,1,1,09,12,3,4,1,2,VIRTUALNO,64,8,72,104,34.916600,-97.776900
2013,400272000022,ALINE-CLEO,ALINE-CLEO ES,CLEO SPRINGS,OK,73729,1,1,PK,08,1,5,1,2,VIRTUALNO,53,13,66,112,36.403600,-98.442100
2013,400272000023,ALINE-CLEO,ALINE-CLEO HS,ALINE,OK,73716,1,1,09,12,3,4,1,2,VIRTUALNO,18,5,23,43,36.512200,-98.447400
2013,400276000024,ALLEN,ALLEN ES,ALLEN,OK,74825,1,1,PK,08,1,5,1,2,VIRTUALNO,211,29,240,344,34.879900,-96.412700
2013,400276000025,ALLEN,ALLEN HS,ALLEN,OK,74825,1,1,09,12,3,4,1,2,VIRTUALNO,61,20,81,130,34.879800,-96.412200
2013,400279000027,ALLEN-BOWDEN,ALLEN-BOWDEN PUBLIC SCHOOL,TULSA,OK,74131,1,1,PK,08,1,5,1,2,VIRTUALNO,283,30,313,384,36.061900,-96.087000
2013,400285000030,ALTUS,ALTUS HS,ALTUS,OK,73521,1,1,09,12,3,5,1,2,VIRTUALNO,369,71,440,906,34.641000,-99.318900
2013,400285000033,ALTUS,RIVERS ES,ALTUS,OK,73522,1,1,PK,04,1,6,2,2,VIRTUALNO,47,49,96,371,34.660400,-99.296500
2013,400285000035,ALTUS,ROOSEVELT ES,ALTUS,OK,73521,1,1,PK,04,1,5,1,2,VIRTUALNO,263,26,289,316,34.625800,-99.321100
2013,400285000036,ALTUS,ALTUS JHS,ALTUS,OK,73521,1,1,07,08,2,5,1,2,VIRTUALNO,277,51,328,515,34.622500,-99.317200
2013,400285000037,ALTUS,SUNSET ES,ALTUS,OK,73521,1,1,PK,04,1,5,1,2,VIRTUALNO,200,37,237,465,34.658200,-99.341000
2013,400285000038,ALTUS,WASHINGTON ES,ALTUS,OK,73521,1,1,PK,04,1,5,1,2,VIRTUALNO,332,23,355,388,34.640000,-99.331000
2013,400285000039,ALTUS,WILL ROGERS ES,ALTUS,OK,73521,1,1,PK,04,1,5,1,2,VIRTUALNO,240,26,266,298,34.648400,-99.323300
2013,400285002365,ALTUS,ALTUS INTERMEDIATE SCHOOL,ALTUS,OK,73521,1,1,05,06,2,5,1,2,VIRTUALNO,278,74,352,526,34.649600,-99.325500
2013,400288000041,ALVA,ALVA MS,ALVA,OK,73717,1,1,06,08,2,5,1,2,VIRTUALNO,89,34,123,216,36.805500,-98.670800
2013,400288000042,ALVA,ALVA HS,ALVA,OK,73717,1,1,09,12,3,4,1,2,VIRTUALNO,93,22,115,254,36.803800,-98.680600
2013,400288000043,ALVA,LINCOLN ES,ALVA,OK,73717,1,1,04,05,2,5,1,2,VIRTUALNO,49,25,74,143,36.790600,-98.667900
2013,400288000044,ALVA,LONGFELLOW ES,ALVA,OK,73717,1,1,PK,03,1,5,1,2,VIRTUALNO,73,21,94,214,36.803400,-98.658100
2013,400288000045,ALVA,WASHINGTON ES,ALVA,OK,73717,1,1,PK,01,1,5,1,2,VIRTUALNO,58,26,84,197,36.803400,-98.668900
2013,400291000046,AMBER-POCASSET,AMBER-POCASSET ES,AMBER,OK,73079,1,1,PK,06,1,5,1,2,VIRTUALNO,117,43,160,264,35.192600,-97.955000
2013,400291000047,AMBER-POCASSET,AMBER-POCASSET JHS,AMBER,OK,73004,1,1,07,09,2,4,1,2,VIRTUALNO,47,13,60,131,35.159900,-97.875300
2013,400291029680,AMBER-POCASSET,AMBER-POCASSET HS,AMBER,OK,73004,1,1,10,12,3,6,2,2,VIRTUALNO,33,15,48,115,35.159900,-97.875300
2013,400300000050,ANADARKO,ANADARKO HS,ANADARKO,OK,73005,1,1,09,12,3,5,1,2,VIRTUALNO,300,44,344,493,35.061400,-98.256200
2013,400300000051,ANADARKO,ANADARKO EAST ES,ANADARKO,OK,73005,1,1,02,03,1,5,1,2,VIRTUALNO,235,33,268,300,35.074700,-98.237400
2013,400300000053,ANADARKO,SUNSET ES,ANADARKO,OK,73005,1,1,KG,01,1,5,1,2,VIRTUALNO,268,21,289,322,35.070000,-98.253400
2013,400300000055,ANADARKO,MISSION ES,ANADARKO,OK,73005,1,1,PK,05,1,5,1,2,VIRTUALNO,284,32,316,383,35.058800,-98.259500
2013,400300002101,ANADARKO,ANADARKO MS,ANADARKO,OK,73005,1,1,06,08,2,5,1,2,VIRTUALNO,308,52,360,431,35.062500,-98.252300
2013,400301000056,ANDERSON,ANDERSON PUBLIC SCHOOL,SAND SPRINGS,OK,74063,1,1,PK,06,1,5,1,2,VIRTUALNO,107,42,149,293,36.173400,-96.221400
2013,400306000057,ANTLERS,ANTLERS HS,ANTLERS,OK,74523,1,1,09,12,3,4,1,2,VIRTUALNO,126,38,164,261,34.239000,-95.619700
2013,400306000058,ANTLERS,BRANTLY ES,ANTLERS,OK,74523,1,1,PK,05,1,5,1,2,VIRTUALNO,345,37,382,536,34.234300,-95.619600
2013,400306000762,ANTLERS,OBUCH MS,ANTLERS,OK,74523,1,1,06,08,2,4,1,2,VIRTUALNO,117,25,142,206,34.234600,-95.617900
2013,400312000063,ARAPAHO-BUTLER,ARAPAHO-BUTLER ES,ARAPAHO,OK,73620,1,1,PK,08,1,5,1,2,VIRTUALNO,82,42,124,304,35.579600,-98.967000
2013,400312029657,ARAPAHO-BUTLER,ARAPAHO-BUTLER HS,ARAPAHO,OK,73620,1,1,09,12,3,4,1,2,VIRTUALNO,21,11,32,87,35.579600,-98.967000
2013,400318000069,ARDMORE,CHARLES EVANS ES,ARDMORE,OK,73401,1,1,01,05,1,5,1,2,VIRTUALNO,516,87,603,705,34.195900,-97.134800
2013,400318029631,ARDMORE,JEFFERSON ES,ARDMORE,OK,73401,1,1,01,05,1,5,1,2,VIRTUALNO,240,11,251,254,34.165300,-97.125400
2013,400318029632,ARDMORE,LINCOLN ES,ARDMORE,OK,73401,1,1,01,05,1,5,1,2,VIRTUALNO,231,31,262,290,34.171400,-97.136200
2013,400318029635,ARDMORE,WILL ROGERS ES,ARDMORE,OK,73401,1,1,PK,KG,1,5,1,2,VIRTUALNO,384,55,439,500,34.188600,-97.122900
2013,400318029636,ARDMORE,ARDMORE MS,ARDMORE,OK,73401,1,1,06,08,2,5,1,2,VIRTUALNO,453,81,534,643,34.205400,-97.129100
2013,400318029637,ARDMORE,ARDMORE HS,ARDMORE,OK,73401,1,1,09,12,3,4,1,2,VIRTUALNO,501,110,611,786,34.202900,-97.131300
2013,400321000075,ARKOMA,SINGLETON ES,ARKOMA,OK,74901,1,1,PK,08,1,5,1,2,VIRTUALNO,224,29,253,318,35.347800,-94.439800
2013,400321029694,ARKOMA,ARKOMA HS,ARKOMA,OK,74901,1,1,09,12,3,4,1,2,VIRTUALNO,64,14,78,96,35.355100,-94.433700
2013,400324000077,ARNETT,ARNETT ES,ARNETT,OK,73832,1,1,PK,08,1,5,1,2,VIRTUALNO,49,17,66,144,36.138400,-99.773300
2013,400324000078,ARNETT,ARNETT HS,ARNETT,OK,73832,1,1,09,12,3,6,2,2,VIRTUALNO,8,4,12,59,36.138600,-99.771900
2013,400330000082,ASHER,ASHER ES,ASHER,OK,74826,1,1,PK,08,1,5,1,2,VIRTUALNO,122,24,146,187,34.989600,-96.922500
2013,400330000083,ASHER,ASHER HS,ASHER,OK,74826,1,1,09,12,3,4,1,2,VIRTUALNO,40,10,50,80,34.989900,-96.922100
2013,400336000084,ATOKA,ATOKA HS,ATOKA,OK,74525,1,1,09,12,3,4,1,2,VIRTUALNO,141,32,173,264,34.379500,-96.144100
2013,400336000085,ATOKA,MCCALL MS,ATOKA,OK,74525,1,1,06,08,2,5,1,2,VIRTUALNO,114,16,130,181,34.377000,-96.144400
2013,400336002110,ATOKA,ATOKA ES,ATOKA,OK,74525,1,1,PK,05,1,5,1,2,VIRTUALNO,253,39,292,397,34.379700,-96.145400
2013,400345000088,AVANT,AVANT PUBLIC SCHOOL,AVANT,OK,74001,1,1,PK,08,1,5,1,2,VIRTUALNO,59,5,64,92,36.490000,-96.063700
2013,400351000089,BALKO,BALKO ES,BALKO,OK,73931,1,1,PK,08,1,5,1,2,VIRTUALNO,34,5,39,109,36.580100,-100.648500
2013,400351000090,BALKO,BALKO HS,BALKO,OK,73931,1,1,09,12,3,4,1,2,VIRTUALNO,10,4,14,43,36.580100,-100.648500
2013,400354000091,BANNER,BANNER PUBLIC SCHOOL,EL RENO,OK,73036,1,1,PK,08,1,5,1,2,VIRTUALNO,61,20,81,189,35.495400,-97.848800
2013,400357000092,BARNSDALL,BARNSDALL ES,BARNSDALL,OK,74002,1,1,PK,06,1,5,1,2,VIRTUALNO,133,31,164,235,36.560300,-96.166500
2013,400357000093,BARNSDALL,BARNSDALL JHS,BARNSDALL,OK,74002,1,1,07,08,2,4,1,2,VIRTUALNO,42,11,53,79,36.563100,-96.165600
2013,400357029727,BARNSDALL,BARNSDALL HS,BARNSDALL,OK,74002,1,1,09,12,3,4,1,2,VIRTUALNO,49,4,53,124,36.563100,-96.165600
2013,400363001962,BARTLESVILLE,RICHARD KANE ES,BARTLESVILLE,OK,74003,1,1,PK,05,1,5,1,2,VIRTUALNO,326,53,379,533,36.739900,-95.969600
2013,400363029818,BARTLESVILLE,HOOVER ES,BARTLESVILLE,OK,74006,1,1,PK,05,1,4,1,2,VIRTUALNO,159,46,205,420,36.747400,-95.917200
2013,400363029819,BARTLESVILLE,JANE PHILLIPS ES,BARTLESVILLE,OK,74003,1,1,PK,05,1,5,1,2,VIRTUALNO,328,13,341,357,36.735700,-95.990300
2013,400363029821,BARTLESVILLE,RANCH HEIGHTS ES,BARTLESVILLE,OK,74005,1,1,PK,05,1,4,1,2,VIRTUALNO,243,36,279,575,36.735200,-95.920100
2013,400363029822,BARTLESVILLE,WAYSIDE ES,BARTLESVILLE,OK,74006,1,1,PK,05,1,6,2,2,VIRTUALNO,125,20,145,590,36.718600,-95.944400
2013,400363029823,BARTLESVILLE,WOODROW WILSON ES,BARTLESVILLE,OK,74006,1,1,PK,05,1,5,1,2,VIRTUALNO,340,46,386,568,36.759800,-95.923000
2013,400363029824,BARTLESVILLE,CENTRAL MS,BARTLESVILLE,OK,74005,1,1,06,08,2,4,1,2,VIRTUALNO,328,54,382,695,36.744500,-95.974100
2013,400363029825,BARTLESVILLE,MADISON MS,BARTLESVILLE,OK,74006,1,1,06,08,2,4,1,2,VIRTUALNO,219,51,270,625,36.749300,-95.915400
2013,400363029826,BARTLESVILLE,BARTLESVILLE HS,BARTLESVILLE,OK,74003,1,1,11,12,3,6,2,2,VIRTUALNO,217,47,264,825,36.733300,-95.973200
2013,400363029827,BARTLESVILLE,BARTLESVILLE MHS,BARTLESVILLE,OK,74006,1,1,09,10,4,1,1,2,VIRTUALNO,322,66,388,874,36.748700,-95.910600
2013,400366000112,BATTIEST,BATTIEST ES,BROKEN BOW,OK,74728,1,1,PK,08,1,5,1,2,VIRTUALNO,143,25,168,206,34.394800,-94.926500
2013,400366029703,BATTIEST,BATTIEST HS,BROKEN BOW,OK,74728,1,1,09,12,3,5,1,2,VIRTUALNO,46,8,54,68,34.394800,-94.926500
2013,400369000114,BEARDEN,BEARDEN PUBLIC SCHOOL,OKEMAH,OK,74859,1,1,PK,08,1,5,1,2,VIRTUALNO,61,18,79,113,35.378700,-96.370500
2013,400375000115,BEAVER,BEAVER ES,BEAVER,OK,73932,1,1,PK,08,1,5,1,2,VIRTUALNO,134,31,165,278,36.809500,-100.523900
2013,400375000116,BEAVER,BEAVER HS,BEAVER,OK,73932,1,1,09,12,3,1,1,2,VIRTUALNO,34,6,40,93,36.809500,-100.523900
2013,400381000118,BEGGS,BEGGS ES,BEGGS,OK,74421,1,1,PK,04,1,5,1,2,VIRTUALNO,307,46,353,474,35.752800,-96.082800
2013,400381000119,BEGGS,BEGGS HS,BEGGS,OK,74421,1,1,09,12,3,5,1,2,VIRTUALNO,163,32,195,337,35.749300,-96.082900
2013,400381000120,BEGGS,BEGGS MS,BEGGS,OK,74421,1,1,07,08,2,5,1,2,VIRTUALNO,98,19,117,180,35.748200,-96.050400
2013,400381002704,BEGGS,BEGGS UPPER ES,BEGGS,OK,74421,1,1,05,06,2,5,1,2,VIRTUALNO,119,10,129,183,35.748200,-96.050400
2013,400384000121,BELFONTE,BELFONTE PUBLIC SCHOOL,MULDROW,OK,74948,1,1,PK,08,1,5,1,2,VIRTUALNO,78,19,97,119,35.547700,-94.568300
2013,400384002750,BELFONTE,BELFONTE BELL ES (ADAIR CNTY),STILWELL,OK,74960,1,1,PK,08,1,5,1,2,VIRTUALNO,95,0,95,98,35.725900,-94.577100
2013,400393000123,BENNINGTON,BENNINGTON ES,BENNINGTON,OK,74723,1,1,PK,08,1,5,1,2,VIRTUALNO,131,45,176,211,34.004800,-96.037900
2013,400393000124,BENNINGTON,BENNINGTON HS,BENNINGTON,OK,74723,1,1,09,12,3,4,1,2,VIRTUALNO,37,18,55,76,34.004800,-96.037300
2013,400402000126,BERRYHILL,BERRYHILL ES SOUTH,TULSA,OK,74107,1,1,PK,06,1,2,1,2,VIRTUALNO,179,61,240,652,36.119400,-96.063100
2013,400402000127,BERRYHILL,BERRYHILL HS,TULSA,OK,74107,1,1,09,12,3,6,2,2,VIRTUALNO,94,37,131,446,36.118000,-96.063000
2013,400402000128,BERRYHILL,BERRYHILL MS,TULSA,OK,74107,1,1,07,08,2,1,1,2,VIRTUALNO,42,29,71,191,36.118000,-96.063000
2013,400411000130,BETHANY,BETHANY HS,BETHANY,OK,73008,1,1,09,12,3,6,2,2,VIRTUALNO,134,48,182,526,35.515200,-97.631000
2013,400411000131,BETHANY,EARL HARRIS ES,BETHANY,OK,73008,1,1,PK,05,1,5,1,2,VIRTUALNO,265,76,341,742,35.515200,-97.631000
2013,400411029722,BETHANY,CHILDREN'S CTR,BETHANY,OK,73008,1,1,PK,08,1,4,1,2,VIRTUALNO,60,0,60,63,35.515100,-97.631100
2013,400411029723,BETHANY,BETHANY MS,BETHANY,OK,73008,1,1,06,08,2,2,1,2,VIRTUALNO,117,43,160,368,35.515300,-97.632200
2013,400423000132,BETHEL,BETHEL ES,SHAWNEE,OK,74801,1,1,PK,05,1,5,1,2,VIRTUALNO,263,83,346,629,35.319000,-97.015400
2013,400423000133,BETHEL,BETHEL HS,SHAWNEE,OK,74801,1,1,09,12,3,6,2,2,VIRTUALNO,119,43,162,390,35.319200,-97.016900
2013,400423001417,BETHEL,BETHEL MS,SHAWNEE,OK,74801,1,1,06,08,2,4,1,2,VIRTUALNO,129,39,168,320,35.320700,-97.016500
2013,400435000138,BIG PASTURE,BIG PASTURE ES,RANDLETT,OK,73562,1,1,PK,08,1,5,1,2,VIRTUALNO,72,18,90,161,34.179000,-98.470800
