time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-07-08T22:21:45.500Z,36.8002,-98.3055,4.4,2.9,ml,,116,,0.67,us,us20002w6p,2015-09-30T00:21:03.040Z,"6km NE of Cherokee, Oklahoma",earthquake
2015-07-08T22:10:48.800Z,36.6057,-97.7029,6.038,2.6,ml,,67,,0.71,us,us100035ib,2015-09-30T00:21:03.040Z,"22km S of Medford, Oklahoma",earthquake
2015-07-08T20:02:22.900Z,36.667,-98.4817,6.95,2.7,ml,,118,,0.5,us,us20002w63,2015-09-30T00:21:03.040Z,"14km SW of Cherokee, Oklahoma",earthquake
2015-07-08T18:37:33.100Z,37.2477,-97.5876,5,2.3,mb_lg,,68,0.032,0.28,us,us20002w62,2015-09-30T00:21:03.040Z,"16km SSE of Conway Springs, Kansas",earthquake
2015-07-08T17:52:52.490Z,36.7699,-98.2002,5,2.8,mb_lg,,44,0.034,0.38,us,us20002w3b,2015-09-30T00:21:03.040Z,"14km E of Cherokee, Oklahoma",earthquake
2015-07-08T16:33:28.700Z,35.7412,-97.3835,6.21,3.4,ml,,51,,0.7,us,us20002w1z,2015-09-30T00:21:03.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-08T09:53:23.500Z,36.7504,-97.5899,6.746,2.8,ml,,69,,0.73,us,us20002vze,2015-09-30T00:21:02.040Z,"14km ESE of Medford, Oklahoma",earthquake
2015-07-08T03:58:15.900Z,36.2888,-96.8566,5.124,2.7,ml,,61,,0.76,us,us20002w28,2015-09-30T00:21:02.040Z,"7km SW of Pawnee, Oklahoma",earthquake
2015-07-08T01:48:23.600Z,36.7328,-98.4432,4.397,2.8,ml,,121,,0.35,us,us20002w1v,2015-09-30T00:21:02.040Z,"8km WSW of Cherokee, Oklahoma",earthquake
2015-07-08T01:13:20.500Z,36.8427,-97.8828,5.499,3,ml,,67,,0.61,us,us20002vzj,2015-09-30T00:21:02.040Z,"13km WNW of Medford, Oklahoma",earthquake
2015-07-07T22:10:40.600Z,36.7495,-97.585,6.331,2.9,ml,,61,,0.71,us,us20002w2g,2015-09-30T00:21:01.040Z,"14km ESE of Medford, Oklahoma",earthquake
2015-07-07T21:14:56.500Z,36.7927,-97.7278,7.053,2.6,ml,,52,,0.44,us,us20002w5n,2015-09-30T00:21:01.040Z,"1km SSE of Medford, Oklahoma",earthquake
2015-07-07T17:20:50.330Z,37.0571667,-97.9443333,6.03,2,ml,15,78,0.07721,0.09,ismpkansas,ismpkansas70119033,2015-07-23T23:37:49.110Z,"13km SE of Anthony, Kansas",earthquake
2015-07-07T17:09:52.500Z,35.7453,-97.3759,5.795,2.7,ml,,63,,0.54,us,us20002vsh,2015-09-30T00:21:01.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-07T16:55:25.820Z,37.154,-98.0098333,5.68,2.26,ml,16,117,0.07465,0.08,ismpkansas,ismpkansas70119028,2015-07-23T23:49:13.440Z,"1km E of Anthony, Kansas",earthquake
2015-07-07T14:46:59.100Z,36.2625,-97.6788,5.089,2.9,ml,,91,,0.28,us,us20002vrr,2015-09-30T00:21:01.040Z,"19km E of Waukomis, Oklahoma",earthquake
2015-07-07T13:43:17.800Z,36.5173,-98.9869,5,2.8,ml,,225,,0.4,us,us20002vs3,2015-09-30T00:21:00.040Z,"21km ENE of Mooreland, Oklahoma",earthquake
2015-07-07T13:39:49.300Z,36.1991,-96.7372,4.337,2.5,ml,,96,,0.33,us,us20002vse,2015-09-30T00:21:00.040Z,"10km NNW of Yale, Oklahoma",earthquake
2015-07-07T12:54:27.000Z,35.7468,-97.3745,5.937,2.4,ml,,62,,0.54,us,us20002vsf,2015-09-30T00:21:00.040Z,"14km NE of Edmond, Oklahoma",earthquake
2015-07-07T11:27:37.000Z,36.5248,-98.9872,5,2.7,ml,,278,,0.58,us,us20002w1y,2015-09-30T00:21:00.040Z,"21km ENE of Mooreland, Oklahoma",earthquake
2015-07-07T11:01:21.500Z,35.7442,-97.3767,5.732,2.8,ml,,64,,0.61,us,us20002vs0,2015-09-30T00:21:00.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-07T10:53:12.300Z,35.7443,-97.3747,5,3.1,ml,,63,,0.43,us,us20002vq0,2015-09-30T00:21:00.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-06T22:50:00.310Z,37.0483333,-97.9201667,5.99,2.05,ml,17,75,0.07135,0.07,ismpkansas,ismpkansas70118843,2015-07-23T23:25:51.100Z,"15km SE of Anthony, Kansas",earthquake
2015-07-06T17:42:49.440Z,37.0766667,-97.8008333,4.98,2.01,ml,17,57,0.04349,0.07,ismpkansas,ismpkansas70118818,2015-07-23T22:47:00.440Z,"17km WNW of Caldwell, Kansas",earthquake
2015-07-06T06:20:39.700Z,35.7446,-97.3762,5.581,3.3,ml,,51,,0.68,us,us10002nlw,2015-09-30T00:20:58.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-05T18:22:56.100Z,36.288,-97.5209,6.403,2.8,ml,,52,,0.74,us,us10002nnl,2015-09-30T00:20:57.040Z,"20km W of Perry, Oklahoma",earthquake
2015-07-05T16:27:50.600Z,36.7572,-97.5495,7.113,2.9,ml,,66,,0.28,us,us10002nnp,2015-09-30T00:20:57.040Z,"17km ESE of Medford, Oklahoma",earthquake
2015-07-05T13:54:13.020Z,37.2542,-97.6023,5.01,2.5,ml,,95,0.045,0.39,us,us100031j6,2015-09-30T00:20:57.040Z,"15km SSE of Conway Springs, Kansas",earthquake
2015-07-05T13:13:39.400Z,35.5445,-97.2261,6.597,2.9,ml,,124,,0.36,us,us10002nii,2015-09-30T00:20:57.040Z,"6km NE of Choctaw, Oklahoma",earthquake
2015-07-05T12:24:23.200Z,35.5438,-97.2252,6.189,2.8,ml,,124,,0.55,us,us10002npk,2015-09-30T00:20:57.040Z,"6km NE of Choctaw, Oklahoma",earthquake
2015-07-05T01:01:28.100Z,36.2893,-96.8654,3.976,2.8,ml,,108,,0.67,us,us20002vj5,2015-09-30T00:20:56.040Z,"7km SW of Pawnee, Oklahoma",earthquake
2015-07-04T22:06:06.140Z,37.2536667,-97.6035,5.32,2.05,ml,13,93,0.04595,0.05,ismpkansas,ismpkansas70118443,2015-07-22T23:44:59.360Z,"15km SSE of Conway Springs, Kansas",earthquake
2015-07-04T21:00:27.700Z,36.52,-98.4749,3.151,3.6,ml,,103,,0.61,us,us10002nfr,2015-09-30T00:20:56.040Z,"18km W of Helena, Oklahoma",earthquake
2015-07-04T20:41:22.200Z,36.7328,-98.4492,4.934,2.6,ml,,121,,0.44,us,us100035hv,2015-09-30T00:20:56.040Z,"8km WSW of Cherokee, Oklahoma",earthquake
2015-07-04T12:33:51.500Z,36.7615,-97.5569,5,3.1,ml,,88,,0.8,us,us10002ne9,2015-09-30T00:20:55.040Z,"16km ESE of Medford, Oklahoma",earthquake
2015-07-04T11:57:56.600Z,36.281,-97.516,5.7,3.3,mwr,,,,0.51,us,us10002ne3,2015-09-30T00:20:55.040Z,"20km W of Perry, Oklahoma",earthquake
2015-07-04T06:10:10.270Z,37.2263,-97.9607,3.42,2.7,ml,,97,0.008,0.37,us,us100031j4,2015-09-30T00:20:55.040Z,"8km SE of Harper, Kansas",earthquake
2015-07-04T05:47:04.000Z,36.8689,-98.1487,5.533,2.5,ml,,109,,0.62,us,us100035h0,2015-09-30T00:20:55.040Z,"22km NE of Cherokee, Oklahoma",earthquake
2015-07-04T05:01:15.000Z,35.7454,-97.3894,5.733,2.6,ml,,70,,0.45,us,us100035gj,2015-09-30T00:20:55.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-04T01:58:58.200Z,36.068,-97.445,5,2.8,ml,,,,0.66,us,us10002ncz,2015-09-30T00:20:54.040Z,"18km NE of Crescent, Oklahoma",earthquake
2015-07-04T01:05:22.700Z,36.293,-96.861,3.8,3.4,mwr,,,,0.63,us,us10002ncr,2015-09-30T00:20:54.040Z,"7km SW of Pawnee, Oklahoma",earthquake
2015-07-03T21:40:09.000Z,35.8192,-97.4448,5,2,ml,,,,0.52,us,us10002ngd,2015-09-30T00:20:54.040Z,"6km SSW of Guthrie, Oklahoma",earthquake
2015-07-03T19:59:18.990Z,37.2497,-97.9521,7.17,2.9,mb_lg,,38,0.027,0.67,us,us10002nbe,2015-09-30T00:20:54.040Z,"7km ESE of Harper, Kansas",earthquake
2015-07-03T15:49:04.510Z,37.0775,-97.799,4.87,2.05,ml,17,55,0.04317,0.06,ismpkansas,ismpkansas70117913,2015-07-22T22:02:12.190Z,"17km WNW of Caldwell, Kansas",earthquake
2015-07-03T10:43:54.500Z,36.757,-97.565,6.445,3,ml,,,,0.62,us,us10002n8a,2015-09-30T00:20:53.040Z,"16km ESE of Medford, Oklahoma",earthquake
2015-07-03T09:35:12.200Z,36.7527,-97.5801,7.189,2.7,ml,,61,,0.48,us,us100035gi,2015-09-30T00:20:53.040Z,"14km ESE of Medford, Oklahoma",earthquake
2015-07-03T05:19:31.600Z,36.2812,-97.5192,5,3.5,mwr,,,,0.69,us,us10002n6g,2015-09-30T00:20:53.040Z,"20km W of Perry, Oklahoma",earthquake
2015-07-03T04:18:57.800Z,36.8249,-97.725,4.365,2.5,ml,,48,,0.65,us,us100035gg,2015-09-30T00:20:52.040Z,"2km NNE of Medford, Oklahoma",earthquake
2015-07-02T22:45:36.680Z,37.0529,-97.8583,5,2.6,mb_lg,,62,0.056,0.41,us,us10002ng6,2015-09-30T00:20:51.040Z,"18km SE of Anthony, Kansas",earthquake
2015-07-02T22:40:35.000Z,36.8242,-97.7204,4.914,3.1,ml,,,,0.77,us,us10002n4d,2015-09-30T00:20:51.040Z,"2km NNE of Medford, Oklahoma",earthquake
2015-07-02T20:43:28.400Z,36.5228,-98.937,0.069,2.8,ml,,110,,0.95,us,us20002we1,2015-09-30T00:20:51.040Z,"25km ENE of Mooreland, Oklahoma",earthquake
2015-07-02T20:28:37.200Z,36.4207,-97.3336,5,3.2,ml,,43,,0.6,us,us10002n3k,2015-09-30T00:20:51.040Z,"15km NNW of Perry, Oklahoma",earthquake
2015-07-02T13:00:42.000Z,35.7423,-97.3742,5.136,2.6,ml,,,,0.79,us,us10002nfw,2015-09-30T00:20:51.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-02T12:15:41.300Z,35.5877,-97.379,7.57,2.2,ml,,82,,0.48,us,us10002n0d,2015-09-30T00:20:51.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-07-02T11:56:42.300Z,35.5887,-97.3771,6.704,2.3,ml,,80,,0.6,us,us10002n0f,2015-09-30T00:20:50.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-07-02T01:36:09.850Z,37.1336667,-97.6546667,4.11,2.06,ml,12,67,0.02915,0.05,ismpkansas,ismpkansas70117463,2015-07-22T20:30:44.620Z,"12km NNW of Caldwell, Kansas",earthquake
2015-07-01T21:59:53.800Z,36.0707,-97.437,5.508,3.3,ml,,67,,0.74,us,us10002mx3,2015-09-02T22:37:27.040Z,"19km NE of Crescent, Oklahoma",earthquake
2015-07-01T17:15:47.900Z,36.0912,-97.1003,3.848,3.5,mwr,,,,0.75,us,us10002mv7,2015-09-02T22:37:27.040Z,"4km SW of Stillwater, Oklahoma",earthquake
2015-07-01T09:12:46.410Z,37.1518,-98.0078,5.56,2.5,ml,,115,0.075,0.49,us,us100031jd,2015-09-02T22:37:27.040Z,"2km E of Anthony, Kansas",earthquake
2015-07-01T05:53:01.800Z,35.7444,-97.3785,5.506,2.8,ml,,65,,0.63,us,us10002mqz,2015-09-02T22:37:26.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-07-01T02:50:17.800Z,36.2967,-97.5377,6.314,2.5,ml,,69,,0.47,us,us10002mwd,2015-09-02T22:37:26.040Z,"22km W of Perry, Oklahoma",earthquake
2015-07-01T02:34:51.900Z,36.1088,-97.0716,4.211,2.5,ml,,49,,0.82,us,us10002mpw,2015-09-02T22:37:26.040Z,"1km WSW of Stillwater, Oklahoma",earthquake
2015-07-01T01:48:57.900Z,36.7511,-97.5888,8.047,2.5,ml,,101,,0.55,us,us10002mwx,2015-09-02T22:37:26.040Z,"14km ESE of Medford, Oklahoma",earthquake
2015-06-30T23:48:35.700Z,35.9149,-97.3102,5,2.7,ml,,63,,0.68,us,us10002mti,2015-09-02T22:37:26.040Z,"5km SW of Langston, Oklahoma",earthquake
2015-06-30T23:39:41.600Z,35.4383,-96.5129,6.886,2.6,ml,,81,,0.49,us,us10002mtj,2015-09-02T22:37:26.040Z,"6km SSW of Boley, Oklahoma",earthquake
2015-06-30T22:13:38.700Z,37.1513333,-98.0093333,5.34,2.35,ml,14,114,0.07398,0.08,ismpkansas,ismpkansas70117308,2015-07-19T23:27:27.650Z,"1km E of Anthony, Kansas",earthquake
2015-06-30T21:42:00.300Z,35.9159,-97.3133,5.079,3.2,ml,,,,0.53,us,us10002mnf,2015-09-02T22:37:26.040Z,"6km WSW of Langston, Oklahoma",earthquake
2015-06-30T21:29:27.700Z,36.8069,-98.5466,7.121,2.9,ml,,135,,0.48,us,us10002mp0,2015-09-02T22:37:26.040Z,"10km E of Alva, Oklahoma",earthquake
2015-06-30T16:05:43.000Z,36.7315,-98.3131,5.567,2.6,ml,,112,,0.31,us,us10002mmg,2015-09-02T22:37:25.040Z,"4km ESE of Cherokee, Oklahoma",earthquake
2015-06-30T14:28:12.030Z,37.1448,-98.0106,5,2.3,mb_lg,,111,0.07,0.4,us,us10002mn9,2015-09-02T22:37:25.040Z,"2km ESE of Anthony, Kansas",earthquake
2015-06-30T13:46:50.820Z,35.819,-97.441,4.8,2.8,ml,,,,0.43,us,us20002vgy,2015-09-02T22:37:25.040Z,"6km SSW of Guthrie, Oklahoma",earthquake
2015-06-30T11:20:07.600Z,35.594,-97.373,4.3,3.3,ml,,,,0.68,us,us10002mjl,2015-09-02T22:37:25.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-06-30T09:38:05.300Z,36.1155,-97.6349,2.504,2.5,ml,,110,,0.53,us,us10002n2h,2015-09-02T22:37:25.040Z,"18km NNW of Crescent, Oklahoma",earthquake
2015-06-30T09:34:45.300Z,35.5882,-97.3818,6.497,2.6,ml,,64,,0.48,us,us10002n1t,2015-09-02T22:37:25.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-06-30T09:22:11.500Z,35.5888,-97.3775,5.899,2.5,ml,,58,,0.42,us,us10002n2s,2015-09-02T22:37:25.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-06-30T08:33:24.940Z,37.1526667,-98.0075,6.02,2.11,ml,14,114,0.07584,0.07,ismpkansas,ismpkansas70117118,2015-07-22T19:21:10.050Z,"2km E of Anthony, Kansas",earthquake
2015-06-30T08:02:23.400Z,35.7443,-97.3776,5,2.9,ml,,65,,0.77,us,us10002mij,2015-09-02T22:37:25.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-30T05:34:38.300Z,36.8073,-98.5399,6.248,2.9,ml,,134,,0.6,us,us10002mhy,2015-09-02T22:37:24.040Z,"11km E of Alva, Oklahoma",earthquake
2015-06-30T01:07:01.000Z,35.59,-97.3863,6.395,2.6,ml,,72,,0.57,us,us10002mhe,2015-09-02T22:37:24.040Z,"7km N of Spencer, Oklahoma",earthquake
2015-06-29T20:06:49.440Z,37.1525,-98.009,5.95,2.13,ml,12,115,0.07467,0.06,ismpkansas,ismpkansas70116993,2015-07-19T23:27:09.680Z,"1km E of Anthony, Kansas",earthquake
2015-06-29T18:21:58.490Z,37.235,-97.9591667,5.21,2.35,ml,13,105,,0.06,ismpkansas,ismpkansas70116963,2015-07-19T23:27:02.750Z,"8km SE of Harper, Kansas",earthquake
2015-06-29T14:37:23.500Z,36.6624,-98.4464,4.575,2.7,ml,,165,,0.35,us,us10002mtp,2015-09-02T22:37:24.040Z,"12km SW of Cherokee, Oklahoma",earthquake
2015-06-29T10:49:17.200Z,36.984,-97.6792,4.787,2.6,ml,,58,,0.44,us,us10002mmb,2015-09-02T22:37:24.040Z,"8km SW of Caldwell, Kansas",earthquake
2015-06-29T10:34:57.050Z,37.2865,-97.6193333,2.33,2.35,ml,14,157,,0.07,ismpkansas,ismpkansas70116903,2015-07-19T23:26:54.040Z,"11km S of Conway Springs, Kansas",earthquake
2015-06-29T10:07:17.290Z,37.2343333,-97.9566667,5.11,2.34,ml,13,104,0.0137,0.05,ismpkansas,ismpkansas70116868,2015-07-19T23:26:47.060Z,"8km SE of Harper, Kansas",earthquake
2015-06-29T04:12:37.400Z,36.9196,-97.8632,0.165,3.5,ml,,70,,0.67,us,us10002m9z,2015-09-02T22:37:23.040Z,"17km NW of Medford, Oklahoma",earthquake
2015-06-29T03:27:45.830Z,37.2891667,-97.6208333,4,2.14,ml,9,168,0.03375,0.05,ismpkansas,ismpkansas70117268,2015-07-19T23:27:22.840Z,"11km S of Conway Springs, Kansas",earthquake
2015-06-29T02:46:07.900Z,36.9507,-97.6913,5,3.1,ml,,68,,0.71,us,us10002m9i,2015-09-02T22:37:23.040Z,"11km SW of Caldwell, Kansas",earthquake
2015-06-29T01:02:54.430Z,37.0385,-97.7775,5.32,2.02,ml,16,77,0.01162,0.06,ismpkansas,ismpkansas70116693,2015-07-19T23:26:18.570Z,"15km W of Caldwell, Kansas",earthquake
2015-06-28T22:56:47.700Z,36.2771,-97.5044,6.681,2.8,ml,,74,,0.3,us,us10002mf3,2015-09-02T22:37:23.040Z,"19km W of Perry, Oklahoma",earthquake
2015-06-28T22:38:25.400Z,36.3203,-96.8228,3.41,3.1,ml,,93,,0.51,us,us10002mei,2015-09-02T22:37:23.040Z,"2km SW of Pawnee, Oklahoma",earthquake
2015-06-28T15:36:50.700Z,36.0789,-97.5853,5.642,3.1,ml,,84,,0.28,us,us10002mej,2015-09-02T22:37:23.040Z,"14km N of Crescent, Oklahoma",earthquake
2015-06-28T14:37:15.400Z,36.2889,-97.5203,6.481,3.3,ml,,78,,0.4,us,us10002m7g,2015-09-02T22:37:22.040Z,"20km W of Perry, Oklahoma",earthquake
2015-06-28T12:55:25.200Z,36.2891,-97.5238,6.812,2.9,ml,,79,,0.76,us,us10002mem,2015-09-02T22:37:22.040Z,"21km W of Perry, Oklahoma",earthquake
2015-06-28T03:24:50.700Z,35.7469,-97.3719,5.511,2.2,ml,,61,,0.52,us,us10002m8w,2015-09-02T22:37:22.040Z,"14km NE of Edmond, Oklahoma",earthquake
2015-06-28T01:35:19.700Z,36.6779,-98.1617,5,3.4,mwr,,219,,0.64,us,us10002m68,2015-09-02T22:37:22.040Z,"17km NNE of Helena, Oklahoma",earthquake
2015-06-28T01:04:38.700Z,36.4714,-98.1441,6.197,2.9,ml,,198,,0.67,us,us10002m65,2015-09-02T22:37:22.040Z,"14km SE of Helena, Oklahoma",earthquake
2015-06-28T00:18:00.000Z,35.7541,-97.3599,6.191,2.9,ml,,80,,0.46,us,us10002m5w,2015-09-02T22:37:22.040Z,"15km NE of Edmond, Oklahoma",earthquake
2015-06-27T22:49:06.800Z,36.5909,-97.5649,5.961,3.1,ml,,,,0.83,us,us10002m5e,2015-09-02T22:37:22.040Z,"24km WSW of Tonkawa, Oklahoma",earthquake
2015-06-27T20:09:16.400Z,36.9449,-97.6328,5.357,3,ml,,49,,0.47,us,us10002m4a,2015-09-02T22:37:21.040Z,"9km SSW of Caldwell, Kansas",earthquake
2015-06-27T13:03:03.200Z,36.5373,-97.7295,4.994,3,ml,,85,,0.69,us,us10002m2t,2015-09-02T22:37:21.040Z,"20km NE of Enid, Oklahoma",earthquake
2015-06-27T12:02:06.200Z,35.7516,-97.355,6.126,2.4,ml,,56,,0.65,us,us10002m8r,2015-09-02T22:37:21.040Z,"15km NE of Edmond, Oklahoma",earthquake
2015-06-27T10:08:28.000Z,35.7457,-97.3682,5.966,2.3,ml,,80,,0.5,us,us10002m8k,2015-09-02T22:37:21.040Z,"14km NE of Edmond, Oklahoma",earthquake
2015-06-27T09:44:12.300Z,35.7501,-97.3627,5,2.5,ml,,66,,0.63,us,us10002m8i,2015-09-02T22:37:21.040Z,"15km NE of Edmond, Oklahoma",earthquake
2015-06-27T07:16:54.260Z,37.0373333,-97.778,5.23,2.25,ml,15,77,0.01255,0.08,ismpkansas,ismpkansas70116283,2015-07-19T23:26:03.160Z,"Kansas",earthquake
2015-06-27T04:31:51.200Z,36.279,-97.51,6.1,2.8,ml,,,,0.72,us,us10002m1m,2015-09-02T22:37:21.040Z,"19km W of Perry, Oklahoma",earthquake
2015-06-27T03:53:39.000Z,36.278,-97.505,6.1,2.7,ml,,,,0.64,us,us10002m1k,2015-09-02T22:37:20.040Z,"19km W of Perry, Oklahoma",earthquake
2015-06-27T03:31:28.200Z,36.7458,-98.2238,4.61,3.5,mwr,,107,,0.67,us,us10002m1j,2015-09-02T22:37:20.040Z,"11km E of Cherokee, Oklahoma",earthquake
2015-06-27T02:38:11.700Z,35.8769,-97.0439,5,3,ml,,60,,0.6,us,us10002m8e,2015-09-02T22:37:20.040Z,"10km S of Perkins, Oklahoma",earthquake
2015-06-27T00:56:43.000Z,36.8519,-97.6976,6.76,3.2,ml,,,,0.8,us,us10002m1d,2015-09-02T22:37:20.040Z,"5km NNE of Medford, Oklahoma",earthquake
2015-06-26T19:54:06.400Z,36.4083,-98.3535,5.064,2.8,ml,,184,,0.76,us,us10002m0t,2015-09-02T22:37:20.040Z,"17km SSW of Helena, Oklahoma",earthquake
2015-06-26T15:47:09.500Z,35.7355,-97.3844,0.838,2.7,ml,,70,,0.5,us,us10002lwp,2015-09-02T22:37:20.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-26T13:21:50.900Z,35.7311,-97.3779,7.262,2.2,ml,,79,,0.49,us,us10002lvx,2015-09-02T22:37:20.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-26T10:49:58.800Z,35.74,-97.379,4.8,3.4,ml,,,,0.39,us,us10002luq,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T10:18:35.700Z,36.101,-97.344,5,3.1,ml,,,,0.8,us,us10002luk,2015-09-02T22:37:19.040Z,"19km NNW of Langston, Oklahoma",earthquake
2015-06-26T10:03:44.300Z,35.7411,-97.3767,5.466,2.6,ml,,65,,0.69,us,us10002lwq,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T08:57:42.700Z,35.7513,-97.4053,8.65,2,mb_lg,,78,0.06,0.36,us,us10002m84,2015-09-02T22:37:19.040Z,"12km NNE of Edmond, Oklahoma",earthquake
2015-06-26T07:48:13.200Z,35.7436,-97.3762,5.248,2.9,ml,,,,0.56,us,us10002ltj,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T06:19:23.200Z,35.7436,-97.3771,5.752,3.4,ml,,,,0.51,us,us10002lse,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T05:54:03.800Z,35.7417,-97.3796,5,3.7,mwr,,66,,0.55,us,us10002ls3,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T05:18:21.200Z,35.7448,-97.3761,6.088,2.9,ml,,,,0.43,us,us10002lsi,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T05:11:02.240Z,37.1535,-98.0061667,5.84,2.05,ml,14,80,0.07714,0.07,ismpkansas,ismpkansas70116063,2015-07-19T23:25:52.180Z,"Kansas",earthquake
2015-06-26T04:35:56.300Z,35.739,-97.388,4.9,3.5,mwr,,,,0.64,us,us10002lrn,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-26T04:12:53.100Z,35.7401,-97.3813,5.788,2.7,ml,,67,,0.43,us,us10002m0e,2015-09-02T22:37:19.040Z,"13km NE of Edmond, Oklahoma",earthquake
2015-06-26T04:11:18.900Z,35.6002,-97.0518,5.586,2.8,ml,,111,,0.4,us,us10002m06,2015-09-02T22:37:19.040Z,"14km ESE of Luther, Oklahoma",earthquake
2015-06-26T04:00:25.400Z,35.7358,-97.3823,5,2.5,ml,,69,,0.5,us,us10002lwr,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-26T03:55:59.500Z,35.738,-97.3846,5.743,2.9,ml,,69,,0.48,us,us10002lwf,2015-09-02T22:37:19.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-25T16:59:20.100Z,35.9653,-97.0844,4.053,2.7,ml,,,,0.68,us,us10002lp2,2015-09-02T22:37:18.040Z,"4km WSW of Perkins, Oklahoma",earthquake
2015-06-25T14:22:50.630Z,37.052,-97.9163333,6.94,2.56,ml,15,73,0.1021,0.05,ismpkansas,ismpkansas70116013,2015-07-19T23:25:39.360Z,"Kansas",earthquake
2015-06-25T14:10:28.100Z,36.0158,-97.2456,6.538,2.7,ml,,68,,0.61,us,us10002lk5,2015-09-02T22:37:18.040Z,"7km N of Langston, Oklahoma",earthquake
2015-06-25T12:54:25.000Z,35.8185,-97.4388,4.04,3,ml,,,,0.65,us,us10002lje,2015-09-02T22:37:18.040Z,"6km S of Guthrie, Oklahoma",earthquake
2015-06-25T12:16:11.100Z,35.738,-97.3797,5,2.7,ml,,80,,0.62,us,us10002llr,2015-09-02T22:37:18.040Z,"12km NE of Edmond, Oklahoma",earthquake
2015-06-25T06:58:06.800Z,36.2783,-97.5128,6.33,2.9,ml,,,,0.47,us,us10002lia,2015-09-02T22:37:18.040Z,"20km W of Perry, Oklahoma",earthquake
2015-06-25T06:03:06.800Z,36.7312,-98.3156,5.73,3.1,ml,,,,0.64,us,us10002li3,2015-09-02T22:37:18.040Z,"4km SE of Cherokee, Oklahoma",earthquake
2015-06-25T03:15:38.910Z,35.7556,-97.3988,5,2.1,mb_lg,,56,0.061,0.5,us,us10002lhs,2015-09-02T22:37:17.040Z,"13km NNE of Edmond, Oklahoma",earthquake
2015-06-24T16:56:17.400Z,36.2777,-97.5092,6.582,2.9,ml,,54,,0.41,us,us10002ley,2015-09-01T00:53:56.040Z,"19km W of Perry, Oklahoma",earthquake
2015-06-24T12:34:04.900Z,36.9394,-97.639,5.599,2.7,ml,,47,,0.58,us,us10002lcr,2015-09-01T00:53:56.040Z,"10km SSW of Caldwell, Kansas",earthquake
2015-06-24T09:49:55.900Z,36.102,-97.3473,5.476,2.5,ml,,71,,0.76,us,us10002len,2015-09-01T00:53:56.040Z,"19km NNW of Langston, Oklahoma",earthquake
2015-06-24T07:52:21.000Z,36.9491,-97.6901,5,2.5,ml,,70,,0.7,us,us10002lf5,2015-09-01T00:53:56.040Z,"11km SW of Caldwell, Kansas",earthquake
2015-06-24T07:01:40.600Z,35.817,-97.442,5,2.1,ml,,101,,0.6,us,us10002lf7,2015-09-01T00:53:55.040Z,"7km SSW of Guthrie, Oklahoma",earthquake
2015-06-24T06:25:12.400Z,35.7978,-97.366,3.505,2.3,ml,,63,,0.62,us,us10002lfb,2015-09-01T00:53:55.040Z,"10km SSE of Guthrie, Oklahoma",earthquake
2015-06-23T18:06:28.360Z,37.0976667,-97.6421667,1.51,2.46,ml,16,94,,0.07,ismpkansas,ismpkansas70115673,2015-07-19T23:25:27.910Z,"Kansas",earthquake
2015-06-23T17:38:56.760Z,36.7312,-97.9627,5,2.9,ml,,51,0.211,0.41,us,us10002l7l,2015-09-01T00:53:55.040Z,"22km WSW of Medford, Oklahoma",earthquake
2015-06-23T17:37:55.400Z,36.688,-98.6114,4.526,3.4,ml,,132,,0.52,us,us10002l7e,2015-09-01T00:53:55.040Z,"13km SSE of Alva, Oklahoma",earthquake
